State_Name,District_Name,Crop_Year,Season,Crop,Area,Rainfall_mm,Production,Yield_kg_per_ha
West Bengal,Bardhaman,2016,Winter,Mustard,8404.8,401.9,11613.91,1381.8
West Bengal,Bardhaman,2016,Winter,Gram,6605.3,316.4,6421.33,972.1
West Bengal,Bardhaman,2016,Rainy,Tur,2263.4,1527.7,2051.83,906.5
West Bengal,Bardhaman,2016,Rainy,Jute,15001.2,1517.4,36053.09,2403.4
West Bengal,Bardhaman,2016,Whole Year,Banana,4682.8,1384.0,190222.91,40621.7
West Bengal,Bardhaman,2016,Winter,Onion,50.0,330.4,642.67,12853.4
West Bengal,Bardhaman,2016,Rainy,Onion,6272.3,1481.4,86339.87,13765.2
West Bengal,Bardhaman,2016,Winter,Potato,2872.8,350.2,63576.99,22130.7
West Bengal,Bardhaman,2016,Summer,Moong,9697.8,296.6,7166.05,738.9
West Bengal,Bardhaman,2016,Rainy,Moong,2878.7,1554.4,2112.99,734.0
West Bengal,Bardhaman,2017,Rainy,Rice,7313.9,1327.6,21518.82,2942.2
West Bengal,Bardhaman,2017,Winter,Wheat,12410.0,366.1,44844.08,3613.5
West Bengal,Bardhaman,2017,Rainy,Maize,80.0,1239.2,253.15,3164.4
West Bengal,Bardhaman,2017,Winter,Maize,9026.4,416.6,27075.45,2999.6
West Bengal,Bardhaman,2017,Summer,Maize,11497.6,248.8,32181.89,2799.0
West Bengal,Bardhaman,2017,Whole Year,Sugarcane,2876.3,1564.7,208670.45,72547.0
West Bengal,Bardhaman,2017,Rainy,Cotton(lint),4562.2,1474.0,1918.55,420.5
West Bengal,Bardhaman,2017,Rainy,Jowar,4432.5,1718.1,4322.15,975.1
West Bengal,Bardhaman,2017,Winter,Jowar,7783.1,388.6,7818.26,1004.5
West Bengal,Bardhaman,2017,Rainy,Bajra,4519.0,1489.5,4200.12,929.4
West Bengal,Bardhaman,2017,Rainy,Groundnut,14962.7,1384.6,22183.74,1482.6
West Bengal,Bardhaman,2017,Winter,Groundnut,9369.2,331.0,12041.0,1285.2
West Bengal,Bardhaman,2017,Summer,Groundnut,7097.2,226.5,9300.44,1310.4
West Bengal,Bardhaman,2017,Rainy,Soyabean,17739.7,1349.3,21048.21,1186.5
West Bengal,Bardhaman,2017,Winter,Mustard,5580.3,343.1,7139.86,1279.5
West Bengal,Bardhaman,2017,Winter,Gram,3621.5,333.8,3734.64,1031.2
West Bengal,Bardhaman,2017,Rainy,Tur,6331.9,1445.2,4608.66,727.9
West Bengal,Bardhaman,2017,Rainy,Jute,6121.5,1403.1,13943.04,2277.7
West Bengal,Bardhaman,2017,Whole Year,Banana,7507.2,1483.2,318355.56,42406.6
West Bengal,Bardhaman,2017,Winter,Onion,2478.2,449.9,46158.26,18626.1
West Bengal,Bardhaman,2017,Rainy,Onion,5275.5,1477.3,88244.61,16727.4
West Bengal,Bardhaman,2017,Winter,Potato,4795.1,347.1,94320.17,19670.1
West Bengal,Bardhaman,2017,Summer,Moong,7503.5,155.6,5511.15,734.5
West Bengal,Bardhaman,2017,Rainy,Moong,9877.9,1483.3,6330.51,640.9
West Bengal,Bardhaman,2018,Rainy,Rice,7614.6,1480.7,20155.03,2646.9
West Bengal,Bardhaman,2018,Winter,Wheat,11659.4,331.9,38780.54,3326.1
West Bengal,Bardhaman,2018,Rainy,Maize,16203.1,1479.3,49448.53,3051.8
West Bengal,Bardhaman,2018,Winter,Maize,9091.7,416.5,25589.79,2814.6
West Bengal,Bardhaman,2018,Summer,Maize,8965.6,180.4,18773.15,2093.9
West Bengal,Bardhaman,2018,Whole Year,Sugarcane,4067.7,1482.7,284322.3,69897.3
West Bengal,Bardhaman,2018,Rainy,Cotton(lint),2995.3,1438.9,1564.26,522.2
West Bengal,Bardhaman,2018,Rainy,Jowar,4111.6,1409.5,4113.8,1000.5
West Bengal,Bardhaman,2018,Winter,Jowar,6566.7,367.5,5951.09,906.3
West Bengal,Bardhaman,2018,Rainy,Bajra,13383.3,1449.3,12484.7,932.9
West Bengal,Bardhaman,2018,Rainy,Groundnut,11409.7,1445.9,16488.57,1445.1
West Bengal,Bardhaman,2018,Winter,Groundnut,8604.5,380.6,13161.36,1529.6
West Bengal,Bardhaman,2018,Summer,Groundnut,3442.6,202.0,5383.22,1563.7
West Bengal,Bardhaman,2018,Rainy,Soyabean,3632.5,1630.6,4433.21,1220.4
West Bengal,Bardhaman,2018,Winter,Mustard,11533.5,342.3,14595.39,1265.5
West Bengal,Bardhaman,2018,Winter,Gram,6794.3,512.2,8106.59,1193.2
West Bengal,Bardhaman,2018,Rainy,Tur,10134.4,1646.2,8233.18,812.4
West Bengal,Bardhaman,2018,Rainy,Jute,8040.8,1461.4,22025.8,2739.2
West Bengal,Bardhaman,2018,Whole Year,Banana,3210.2,1345.3,117063.74,36465.9
West Bengal,Bardhaman,2018,Winter,Onion,5046.0,284.8,88509.36,17540.3
West Bengal,Bardhaman,2018,Rainy,Onion,5354.2,1373.9,72604.05,13560.1
West Bengal,Bardhaman,2018,Winter,Potato,3272.7,363.6,62729.11,19167.2
West Bengal,Bardhaman,2018,Summer,Moong,7691.8,220.4,5177.37,673.1
West Bengal,Bardhaman,2018,Rainy,Moong,13452.9,1437.0,8868.36,659.2
West Bengal,Bardhaman,2019,Rainy,Rice,5459.3,1720.6,15262.17,2795.6
West Bengal,Bardhaman,2019,Winter,Wheat,6833.0,388.2,25451.09,3724.7
West Bengal,Bardhaman,2019,Rainy,Maize,7180.4,1515.4,24070.62,3352.3
West Bengal,Bardhaman,2019,Winter,Maize,5738.1,316.8,17604.03,3067.9
West Bengal,Bardhaman,2019,Summer,Maize,9290.5,245.6,27060.57,2912.7
West Bengal,Bardhaman,2019,Whole Year,Sugarcane,5536.5,1419.8,408250.7,73737.8
West Bengal,Bardhaman,2019,Rainy,Cotton(lint),4280.4,1345.3,2274.64,531.4
West Bengal,Bardhaman,2019,Rainy,Jowar,9090.9,1363.7,9880.15,1086.8
West Bengal,Bardhaman,2019,Winter,Jowar,4969.4,386.9,4293.44,864.0
West Bengal,Bardhaman,2019,Rainy,Bajra,3835.3,1674.4,3266.44,851.7
West Bengal,Bardhaman,2019,Rainy,Groundnut,7124.5,1494.7,10990.69,1542.7
West Bengal,Bardhaman,2019,Winter,Groundnut,7158.4,296.5,10921.97,1525.8
West Bengal,Bardhaman,2019,Summer,Groundnut,5710.2,241.3,7489.83,1311.7
West Bengal,Bardhaman,2019,Rainy,Soyabean,2750.1,1475.6,3753.12,1364.7
West Bengal,Bardhaman,2019,Winter,Mustard,5212.8,369.6,5835.56,1119.5
West Bengal,Bardhaman,2019,Winter,Gram,1752.3,334.0,1943.87,1109.3
West Bengal,Bardhaman,2019,Rainy,Tur,9598.7,1353.7,8227.75,857.2
West Bengal,Bardhaman,2019,Rainy,Jute,9007.4,1565.9,25001.51,2775.7
West Bengal,Bardhaman,2019,Whole Year,Banana,3964.8,1616.3,156732.27,39531.1
West Bengal,Bardhaman,2019,Winter,Onion,1722.3,337.4,31605.76,18351.2
West Bengal,Bardhaman,2019,Rainy,Onion,4736.3,1522.7,72891.12,15389.9
West Bengal,Bardhaman,2019,Winter,Potato,3088.5,435.6,54554.73,17663.9
West Bengal,Bardhaman,2019,Summer,Moong,14284.8,197.4,8939.87,625.8
West Bengal,Bardhaman,2019,Rainy,Moong,19594.0,1359.9,15122.22,771.8
West Bengal,Bardhaman,2020,Rainy,Rice,3674.2,1362.0,8373.01,2278.9
West Bengal,Bardhaman,2020,Winter,Wheat,10912.1,366.9,41506.65,3803.7
West Bengal,Bardhaman,2020,Rainy,Maize,2698.5,1222.7,7790.24,2886.9
West Bengal,Bardhaman,2020,Winter,Maize,11543.6,487.9,35069.89,3038.0
West Bengal,Bardhaman,2020,Summer,Maize,80.0,174.6,233.02,2912.8
West Bengal,Bardhaman,2020,Whole Year,Sugarcane,3017.9,1438.1,211468.0,70070.2
West Bengal,Bardhaman,2020,Rainy,Cotton(lint),4089.4,1360.2,2174.37,531.7
West Bengal,Bardhaman,2020,Rainy,Jowar,6895.4,1343.6,6640.6,963.0
West Bengal,Bardhaman,2020,Winter,Jowar,4592.7,394.3,4900.73,1067.1
West Bengal,Bardhaman,2020,Rainy,Bajra,7352.4,1380.4,7777.82,1057.9
West Bengal,Bardhaman,2020,Rainy,Groundnut,10883.6,1333.7,17524.23,1610.1
West Bengal,Bardhaman,2020,Winter,Groundnut,7529.9,376.4,13465.91,1788.3
West Bengal,Bardhaman,2020,Summer,Groundnut,8816.3,217.0,12541.71,1422.6
West Bengal,Bardhaman,2020,Rainy,Soyabean,11856.5,1468.1,14088.2,1188.2
West Bengal,Bardhaman,2020,Winter,Mustard,10054.3,267.6,11142.75,1108.3
West Bengal,Bardhaman,2020,Winter,Gram,7994.7,395.9,9399.09,1175.7
West Bengal,Bardhaman,2020,Rainy,Tur,5859.1,1336.2,4648.74,793.4
West Bengal,Bardhaman,2020,Rainy,Jute,12445.7,1272.1,25765.63,2070.2
West Bengal,Bardhaman,2020,Whole Year,Banana,4263.9,1581.7,161804.68,37947.4
West Bengal,Bardhaman,2020,Winter,Onion,4071.9,378.0,64600.7,15864.9
West Bengal,Bardhaman,2020,Rainy,Onion,4816.1,1485.8,72038.54,14957.8
West Bengal,Bardhaman,2020,Winter,Potato,50.0,378.1,784.0,15680.0
West Bengal,Bardhaman,2020,Summer,Moong,6328.7,237.3,4145.92,655.1
West Bengal,Bardhaman,2020,Rainy,Moong,6416.2,1443.6,4133.05,644.2
West Bengal,Bardhaman,2021,Rainy,Rice,127.4,1253.3,373.41,2931.7
West Bengal,Bardhaman,2021,Winter,Wheat,11878.2,343.5,37796.61,3182.0
West Bengal,Bardhaman,2021,Rainy,Maize,7498.4,1492.6,22660.44,3022.0
West Bengal,Bardhaman,2021,Winter,Maize,6217.2,366.7,16390.97,2636.4
West Bengal,Bardhaman,2021,Summer,Maize,14374.2,244.3,50496.09,3513.0
West Bengal,Bardhaman,2021,Whole Year,Sugarcane,2180.3,1383.6,151096.09,69300.8
West Bengal,Bardhaman,2021,Rainy,Cotton(lint),7790.2,1428.9,3318.76,426.0
West Bengal,Bardhaman,2021,Rainy,Jowar,8199.8,1272.4,5164.84,629.9
West Bengal,Bardhaman,2021,Winter,Jowar,4221.0,358.0,4459.28,1056.4
West Bengal,Bardhaman,2021,Rainy,Bajra,12285.0,1575.7,10922.4,889.1
West Bengal,Bardhaman,2021,Rainy,Groundnut,4741.6,1313.8,7201.89,1518.9
West Bengal,Bardhaman,2021,Winter,Groundnut,13574.2,288.4,19083.15,1405.8
West Bengal,Bardhaman,2021,Summer,Groundnut,874.3,235.0,1183.45,1353.6
West Bengal,Bardhaman,2021,Rainy,Soyabean,12084.8,1221.3,14417.31,1193.0
West Bengal,Bardhaman,2021,Winter,Mustard,8253.7,388.2,11051.18,1338.9
West Bengal,Bardhaman,2021,Winter,Gram,7185.8,347.3,7701.68,1071.8
West Bengal,Bardhaman,2021,Rainy,Tur,9728.5,1498.7,10404.57,1069.5
West Bengal,Bardhaman,2021,Rainy,Jute,885.0,1651.8,2221.69,2510.5
West Bengal,Bardhaman,2021,Whole Year,Banana,5804.2,1401.3,218579.89,37658.7
West Bengal,Bardhaman,2021,Winter,Onion,50.0,383.4,708.84,14176.8
West Bengal,Bardhaman,2021,Rainy,Onion,3590.4,1701.1,53956.2,15027.7
West Bengal,Bardhaman,2021,Winter,Potato,1604.5,373.4,30599.16,19070.9
West Bengal,Bardhaman,2021,Summer,Moong,4845.1,166.7,3294.37,679.9
West Bengal,Bardhaman,2021,Rainy,Moong,9856.2,1584.5,7588.83,770.0
West Bengal,Bardhaman,2022,Rainy,Rice,11291.4,1446.9,28983.38,2566.9
West Bengal,Bardhaman,2022,Winter,Wheat,9630.4,329.5,31371.03,3257.5
West Bengal,Bardhaman,2022,Rainy,Maize,7343.5,1448.3,25080.84,3415.4
West Bengal,Bardhaman,2022,Winter,Maize,5495.3,421.2,13772.27,2506.2
West Bengal,Bardhaman,2022,Summer,Maize,4412.2,192.6,14345.28,3251.3
West Bengal,Bardhaman,2022,Whole Year,Sugarcane,1644.1,1560.5,113475.24,69021.1
West Bengal,Bardhaman,2022,Rainy,Cotton(lint),8537.5,1272.5,4028.0,471.8
West Bengal,Bardhaman,2022,Rainy,Jowar,9988.5,1544.7,10515.38,1052.7
West Bengal,Bardhaman,2022,Winter,Jowar,5494.7,293.1,5880.67,1070.2
West Bengal,Bardhaman,2022,Rainy,Bajra,1489.7,1385.4,1493.8,1002.7
West Bengal,Bardhaman,2022,Rainy,Groundnut,12250.5,1380.7,18320.65,1495.5
West Bengal,Bardhaman,2022,Winter,Groundnut,13452.8,350.0,17548.37,1304.4
West Bengal,Bardhaman,2022,Summer,Groundnut,5442.6,267.7,8300.06,1525.0
West Bengal,Bardhaman,2022,Rainy,Soyabean,6291.5,1470.6,7251.19,1152.5
West Bengal,Bardhaman,2022,Winter,Mustard,3941.7,345.9,6075.38,1541.3
West Bengal,Bardhaman,2022,Winter,Gram,12635.8,340.8,15214.15,1204.1
West Bengal,Bardhaman,2022,Rainy,Tur,7457.3,1493.6,6411.18,859.7
West Bengal,Bardhaman,2022,Rainy,Jute,8401.9,1518.7,18222.26,2168.8
West Bengal,Bardhaman,2022,Whole Year,Banana,6216.2,1231.8,177153.76,28498.8
West Bengal,Bardhaman,2022,Winter,Onion,3077.0,371.3,52727.3,17135.7
West Bengal,Bardhaman,2022,Rainy,Onion,4131.2,1313.2,70626.29,17095.7
West Bengal,Bardhaman,2022,Winter,Potato,3734.0,486.7,83260.22,22298.1
West Bengal,Bardhaman,2022,Summer,Moong,12080.4,165.0,8847.64,732.4
West Bengal,Bardhaman,2022,Rainy,Moong,9134.3,1482.4,7810.71,855.1
West Bengal,Bardhaman,2023,Rainy,Rice,4863.5,1480.6,12991.63,2671.2
West Bengal,Bardhaman,2023,Winter,Wheat,9789.8,399.3,28289.17,2889.7
West Bengal,Bardhaman,2023,Rainy,Maize,3670.6,1511.8,11773.25,3207.4
West Bengal,Bardhaman,2023,Winter,Maize,6874.1,326.3,19746.53,2872.6
West Bengal,Bardhaman,2023,Summer,Maize,9607.4,270.7,33076.43,3442.8
West Bengal,Bardhaman,2023,Whole Year,Sugarcane,3584.2,1797.4,309049.45,86224.3
West Bengal,Bardhaman,2023,Rainy,Cotton(lint),13019.5,1366.1,5764.83,442.8
West Bengal,Bardhaman,2023,Rainy,Jowar,10147.5,1447.8,10860.21,1070.2
West Bengal,Bardhaman,2023,Winter,Jowar,4531.9,305.2,4764.71,1051.4
West Bengal,Bardhaman,2023,Rainy,Bajra,2410.6,1405.9,2244.67,931.2
West Bengal,Bardhaman,2023,Rainy,Groundnut,8707.7,1435.7,13915.44,1598.1
West Bengal,Bardhaman,2023,Winter,Groundnut,4927.3,383.5,7191.71,1459.6
West Bengal,Bardhaman,2023,Summer,Groundnut,5827.3,250.0,8518.54,1461.8
West Bengal,Bardhaman,2023,Rainy,Soyabean,7885.3,1269.5,10146.27,1286.7
West Bengal,Bardhaman,2023,Winter,Mustard,3719.0,273.6,4094.63,1101.0
West Bengal,Bardhaman,2023,Winter,Gram,350.6,398.0,385.46,1099.4
West Bengal,Bardhaman,2023,Rainy,Tur,8751.3,1536.1,7133.38,815.1
West Bengal,Bardhaman,2023,Rainy,Jute,12147.9,1491.6,31193.68,2567.8
West Bengal,Bardhaman,2023,Whole Year,Banana,5565.9,1181.3,224837.47,40395.4
West Bengal,Bardhaman,2023,Winter,Onion,50.0,361.0,825.58,16511.7
West Bengal,Bardhaman,2023,Rainy,Onion,1310.7,1344.9,21915.13,16720.2
West Bengal,Bardhaman,2023,Winter,Potato,2653.8,338.4,56868.82,21429.0
West Bengal,Bardhaman,2023,Summer,Moong,6017.9,226.4,4166.54,692.4
West Bengal,Bardhaman,2023,Rainy,Moong,7010.2,1395.4,5462.85,779.3
West Bengal,Hooghly,2008,Rainy,Rice,10339.1,1625.0,17848.65,1726.3
West Bengal,Hooghly,2008,Winter,Wheat,12162.9,366.3,35846.65,2947.2
West Bengal,Hooghly,2008,Rainy,Maize,7755.6,1400.5,20112.34,2593.3
West Bengal,Hooghly,2008,Winter,Maize,2339.6,397.1,5631.68,2407.1
West Bengal,Hooghly,2008,Summer,Maize,8131.8,274.9,23829.37,2930.4
West Bengal,Hooghly,2008,Whole Year,Sugarcane,2614.3,1808.3,143596.21,54926.4
West Bengal,Hooghly,2008,Rainy,Cotton(lint),12396.0,1418.1,5603.28,452.0
West Bengal,Hooghly,2008,Rainy,Jowar,7852.8,1722.6,6869.29,874.8
West Bengal,Hooghly,2008,Winter,Jowar,80.0,330.5,66.12,826.6
West Bengal,Hooghly,2008,Rainy,Bajra,10573.4,1311.5,6685.12,632.3
West Bengal,Hooghly,2008,Rainy,Groundnut,9070.7,1361.3,11848.41,1306.2
West Bengal,Hooghly,2008,Winter,Groundnut,15469.4,360.4,22630.83,1462.9
West Bengal,Hooghly,2008,Summer,Groundnut,14437.6,193.5,21278.41,1473.8
West Bengal,Hooghly,2008,Rainy,Soyabean,8181.6,1435.1,8533.37,1043.0
West Bengal,Hooghly,2008,Winter,Mustard,5817.3,333.5,7128.27,1225.4
West Bengal,Hooghly,2008,Winter,Gram,5783.2,382.2,4841.92,837.2
West Bengal,Hooghly,2008,Rainy,Tur,7344.6,1359.0,5662.5,771.0
West Bengal,Hooghly,2008,Rainy,Jute,11606.8,1346.8,25342.7,2183.4
West Bengal,Hooghly,2008,Whole Year,Banana,5346.4,1467.1,192331.01,35973.7
West Bengal,Hooghly,2008,Winter,Onion,1548.8,299.3,21160.76,13662.9
West Bengal,Hooghly,2008,Rainy,Onion,5956.2,1492.7,85091.35,14286.1
West Bengal,Hooghly,2008,Winter,Potato,2228.0,439.2,35139.14,15771.7
West Bengal,Hooghly,2008,Summer,Moong,4731.1,206.8,3235.9,684.0
West Bengal,Hooghly,2008,Rainy,Moong,5985.7,1117.6,4027.45,672.8
West Bengal,Hooghly,2009,Rainy,Rice,12291.5,1412.5,35826.73,2914.7
West Bengal,Hooghly,2009,Winter,Wheat,12675.7,366.1,45194.26,3565.4
West Bengal,Hooghly,2009,Rainy,Maize,7807.7,1498.3,22040.19,2822.9
West Bengal,Hooghly,2009,Winter,Maize,7844.7,415.8,19344.49,2465.9
West Bengal,Hooghly,2009,Summer,Maize,6917.5,277.6,19894.04,2875.9
West Bengal,Hooghly,2009,Whole Year,Sugarcane,6788.5,1481.5,394180.66,58065.6
West Bengal,Hooghly,2009,Rainy,Cotton(lint),11417.9,1347.9,4107.81,359.8
West Bengal,Hooghly,2009,Rainy,Jowar,14193.6,1464.0,9840.09,693.3
West Bengal,Hooghly,2009,Winter,Jowar,12847.0,380.6,10824.4,842.6
West Bengal,Hooghly,2009,Rainy,Bajra,6949.6,1338.7,5022.86,722.8
West Bengal,Hooghly,2009,Rainy,Groundnut,6893.2,1458.3,8373.57,1214.8
West Bengal,Hooghly,2009,Winter,Groundnut,14316.5,383.5,18970.57,1325.1
West Bengal,Hooghly,2009,Summer,Groundnut,14315.3,264.5,17237.57,1204.1
West Bengal,Hooghly,2009,Rainy,Soyabean,6300.2,1483.0,5704.07,905.4
West Bengal,Hooghly,2009,Winter,Mustard,3791.4,378.5,4373.12,1153.4
West Bengal,Hooghly,2009,Winter,Gram,8684.0,292.5,6733.5,775.4
West Bengal,Hooghly,2009,Rainy,Tur,6426.5,1530.9,4392.29,683.5
West Bengal,Hooghly,2009,Rainy,Jute,6713.7,1585.2,14883.58,2216.9
West Bengal,Hooghly,2009,Whole Year,Banana,4413.3,1426.2,163304.43,37002.7
West Bengal,Hooghly,2009,Winter,Onion,2660.0,400.1,42874.54,16118.3
West Bengal,Hooghly,2009,Rainy,Onion,2163.5,1340.0,30512.04,14102.9
West Bengal,Hooghly,2009,Winter,Potato,1393.7,409.6,25654.87,18407.4
West Bengal,Hooghly,2009,Summer,Moong,6265.1,215.6,4320.57,689.6
West Bengal,Hooghly,2009,Rainy,Moong,17142.7,1353.7,10435.02,608.7
West Bengal,Hooghly,2010,Rainy,Rice,14171.6,1468.0,34991.18,2469.1
West Bengal,Hooghly,2010,Winter,Wheat,187.4,416.0,520.89,2780.0
West Bengal,Hooghly,2010,Rainy,Maize,12325.7,1497.6,34776.88,2821.5
West Bengal,Hooghly,2010,Winter,Maize,12244.2,392.9,33646.97,2748.0
West Bengal,Hooghly,2010,Summer,Maize,13768.8,142.5,31093.14,2258.2
West Bengal,Hooghly,2010,Whole Year,Sugarcane,3825.8,1487.6,246854.31,64523.4
West Bengal,Hooghly,2010,Rainy,Cotton(lint),245.2,1317.3,90.39,368.6
West Bengal,Hooghly,2010,Rainy,Jowar,2213.5,1549.1,1725.96,779.7
West Bengal,Hooghly,2010,Winter,Jowar,3890.3,381.3,3144.84,808.4
West Bengal,Hooghly,2010,Rainy,Bajra,9130.6,1459.8,6546.49,717.0
West Bengal,Hooghly,2010,Rainy,Groundnut,9595.4,1466.9,10852.84,1131.0
West Bengal,Hooghly,2010,Winter,Groundnut,5133.7,372.2,6740.52,1313.0
West Bengal,Hooghly,2010,Summer,Groundnut,7295.0,242.8,10340.54,1417.5
West Bengal,Hooghly,2010,Rainy,Soyabean,11631.3,1544.9,13033.46,1120.5
West Bengal,Hooghly,2010,Winter,Mustard,9540.4,412.0,8852.28,927.9
West Bengal,Hooghly,2010,Winter,Gram,7155.0,326.9,6656.86,930.4
West Bengal,Hooghly,2010,Rainy,Tur,4772.2,1492.9,4164.69,872.7
West Bengal,Hooghly,2010,Rainy,Jute,7969.2,1437.7,16416.46,2060.0
West Bengal,Hooghly,2010,Whole Year,Banana,3272.7,1329.6,110515.3,33769.3
West Bengal,Hooghly,2010,Winter,Onion,6479.3,358.6,92839.07,14328.6
West Bengal,Hooghly,2010,Rainy,Onion,4967.5,1439.7,70867.19,14266.1
West Bengal,Hooghly,2010,Winter,Potato,1197.7,386.8,17877.36,14926.2
West Bengal,Hooghly,2010,Summer,Moong,7073.5,221.8,4091.78,578.5
West Bengal,Hooghly,2010,Rainy,Moong,8836.4,1464.6,5165.17,584.5
West Bengal,Hooghly,2011,Rainy,Rice,8866.5,1387.7,19436.64,2192.2
West Bengal,Hooghly,2011,Winter,Wheat,10135.7,335.3,29576.7,2918.1
West Bengal,Hooghly,2011,Rainy,Maize,4387.7,1392.7,10403.42,2371.0
West Bengal,Hooghly,2011,Winter,Maize,16103.3,356.6,44971.78,2792.7
West Bengal,Hooghly,2011,Summer,Maize,10828.9,170.8,25757.57,2378.6
West Bengal,Hooghly,2011,Whole Year,Sugarcane,2440.1,1449.4,190304.96,77992.2
West Bengal,Hooghly,2011,Rainy,Cotton(lint),9254.4,1313.9,3571.96,386.0
West Bengal,Hooghly,2011,Rainy,Jowar,9173.8,1538.7,8930.29,973.5
West Bengal,Hooghly,2011,Winter,Jowar,5225.9,394.8,5839.75,1117.5
West Bengal,Hooghly,2011,Rainy,Bajra,5797.4,1516.7,4797.79,827.6
West Bengal,Hooghly,2011,Rainy,Groundnut,10371.2,1525.7,14295.71,1378.4
West Bengal,Hooghly,2011,Winter,Groundnut,11472.7,406.0,13797.71,1202.7
West Bengal,Hooghly,2011,Summer,Groundnut,15875.6,291.3,22192.02,1397.9
West Bengal,Hooghly,2011,Rainy,Soyabean,8223.5,1454.6,8649.45,1051.8
West Bengal,Hooghly,2011,Winter,Mustard,80.0,353.8,103.7,1296.3
West Bengal,Hooghly,2011,Winter,Gram,1293.3,415.5,1346.3,1041.0
West Bengal,Hooghly,2011,Rainy,Tur,7203.8,1449.1,5551.46,770.6
West Bengal,Hooghly,2011,Rainy,Jute,7955.0,1240.9,17571.12,2208.8
West Bengal,Hooghly,2011,Whole Year,Banana,1038.5,1459.7,37277.37,35894.7
West Bengal,Hooghly,2011,Winter,Onion,4233.2,410.2,60876.49,14380.7
West Bengal,Hooghly,2011,Rainy,Onion,1835.8,1772.7,29026.54,15811.7
West Bengal,Hooghly,2011,Winter,Potato,7122.2,373.4,127892.55,17957.0
West Bengal,Hooghly,2011,Summer,Moong,10022.9,238.5,5713.43,570.0
West Bengal,Hooghly,2011,Rainy,Moong,6897.3,1345.7,4792.68,694.9
West Bengal,Hooghly,2012,Rainy,Rice,7173.1,1478.0,20267.12,2825.4
West Bengal,Hooghly,2012,Winter,Wheat,2816.7,273.3,6135.91,2178.4
West Bengal,Hooghly,2012,Rainy,Maize,7613.1,1595.0,22417.33,2944.6
West Bengal,Hooghly,2012,Winter,Maize,12092.7,357.6,31929.84,2640.4
West Bengal,Hooghly,2012,Summer,Maize,9054.1,231.8,25122.41,2774.7
West Bengal,Hooghly,2012,Whole Year,Sugarcane,576.0,1652.2,37655.48,65370.0
West Bengal,Hooghly,2012,Rainy,Cotton(lint),8193.1,1473.8,3322.42,405.5
West Bengal,Hooghly,2012,Rainy,Jowar,14120.1,1385.8,12224.93,865.8
West Bengal,Hooghly,2012,Winter,Jowar,10113.1,472.2,8534.66,843.9
West Bengal,Hooghly,2012,Rainy,Bajra,8435.7,1516.3,7848.53,930.4
West Bengal,Hooghly,2012,Rainy,Groundnut,795.3,1309.9,1083.64,1362.6
West Bengal,Hooghly,2012,Winter,Groundnut,9143.6,400.1,12972.63,1418.8
West Bengal,Hooghly,2012,Summer,Groundnut,2078.4,235.9,2840.43,1366.6
West Bengal,Hooghly,2012,Rainy,Soyabean,8687.1,1608.0,8325.14,958.3
West Bengal,Hooghly,2012,Winter,Mustard,10227.0,347.5,13710.27,1340.6
West Bengal,Hooghly,2012,Winter,Gram,9444.9,274.5,8112.3,858.9
West Bengal,Hooghly,2012,Rainy,Tur,10351.3,1510.9,7521.91,726.7
West Bengal,Hooghly,2012,Rainy,Jute,12559.6,1525.8,28022.07,2231.1
West Bengal,Hooghly,2012,Whole Year,Banana,6066.0,1289.5,225559.19,37184.0
West Bengal,Hooghly,2012,Winter,Onion,2256.3,387.9,36901.62,16355.2
West Bengal,Hooghly,2012,Rainy,Onion,3281.6,1695.1,49283.6,15018.0
West Bengal,Hooghly,2012,Winter,Potato,2204.8,314.6,34116.63,15473.6
West Bengal,Hooghly,2012,Summer,Moong,6636.9,222.1,4434.6,668.2
West Bengal,Hooghly,2012,Rainy,Moong,7329.8,1343.0,4253.15,580.3
West Bengal,Hooghly,2013,Rainy,Rice,1470.7,1472.5,3750.85,2550.4
West Bengal,Hooghly,2013,Winter,Wheat,8723.9,350.0,21852.49,2504.9
West Bengal,Hooghly,2013,Rainy,Maize,6805.0,1528.6,18869.81,2772.9
West Bengal,Hooghly,2013,Winter,Maize,3029.1,278.3,7638.42,2521.7
West Bengal,Hooghly,2013,Summer,Maize,10109.1,265.6,27692.3,2739.3
West Bengal,Hooghly,2013,Whole Year,Sugarcane,1508.7,1339.1,102175.91,67723.4
West Bengal,Hooghly,2013,Rainy,Cotton(lint),8835.9,1534.1,4425.2,500.8
West Bengal,Hooghly,2013,Rainy,Jowar,8717.5,1368.1,6382.33,732.1
West Bengal,Hooghly,2013,Winter,Jowar,13877.5,372.0,10994.38,792.2
West Bengal,Hooghly,2013,Rainy,Bajra,13764.2,1551.1,10635.62,772.7
West Bengal,Hooghly,2013,Rainy,Groundnut,14318.5,1506.0,19674.9,1374.1
West Bengal,Hooghly,2013,Winter,Groundnut,904.2,397.9,1288.37,1424.9
West Bengal,Hooghly,2013,Summer,Groundnut,2695.2,235.6,3274.1,1214.8
West Bengal,Hooghly,2013,Rainy,Soyabean,6789.2,1522.5,8408.14,1238.5
West Bengal,Hooghly,2013,Winter,Mustard,8225.8,376.5,9316.41,1132.6
West Bengal,Hooghly,2013,Winter,Gram,11211.7,375.7,11546.73,1029.9
West Bengal,Hooghly,2013,Rainy,Tur,12957.7,1399.2,10359.69,799.5
